user_id,variant,user_segment,age_group,region,send_time,subject_line,opened,clicked,converted
user_00997,B,Premium,35-44,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_00998,B,Free,35-44,Latin America,Morning,We picked these songs just for you,0,0,0
user_00999,A,Free,45+,Latin America,Morning,We picked these songs just for you,0,0,0
user_01000,B,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01001,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01002,A,Premium,25-34,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01003,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01004,A,Free,45+,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01005,A,Premium,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_01006,B,Free,25-34,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01007,A,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01008,B,Free,25-34,North America,Evening,We picked these songs just for you,0,0,0
user_01009,B,Free,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_01010,A,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,1,1,0
user_01011,A,Premium,18-24,Latin America,Morning,We picked these songs just for you,1,0,0
user_01012,B,Premium,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01013,A,Free,45+,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01014,A,Free,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01015,B,Premium,25-34,North America,Afternoon,We picked these songs just for you,1,0,0
user_01016,B,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01017,A,Free,35-44,Asia Pacific,Morning,Your Weekly Music Recap is Here,0,0,0
user_01018,B,Free,45+,Europe,Morning,We picked these songs just for you,0,0,0
user_01019,A,Free,45+,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01020,A,Free,25-34,Europe,Morning,We picked these songs just for you,0,0,0
user_01021,A,Premium,35-44,Europe,Evening,We picked these songs just for you,1,0,0
user_01022,B,Premium,18-24,North America,Afternoon,We picked these songs just for you,0,0,0
user_01023,B,Free,25-34,North America,Evening,We picked these songs just for you,0,0,0
user_01024,B,Free,35-44,North America,Afternoon,We picked these songs just for you,0,0,0
user_01025,B,Free,25-34,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01026,B,Premium,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_01027,A,Free,35-44,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01028,A,Premium,18-24,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01029,A,Free,45+,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_01030,A,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_01031,B,Free,18-24,Latin America,Morning,We picked these songs just for you,1,0,0
user_01032,A,Premium,45+,Europe,Morning,We picked these songs just for you,0,0,0
user_01033,B,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01034,A,Free,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_01035,B,Free,25-34,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01036,B,Premium,25-34,North America,Evening,Your Weekly Music Recap is Here,1,1,0
user_01037,A,Premium,35-44,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01038,A,Free,25-34,North America,Morning,We picked these songs just for you,1,0,0
user_01039,A,Premium,25-34,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01040,A,Free,18-24,North America,Afternoon,We picked these songs just for you,1,0,0
user_01041,B,Free,45+,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01042,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01043,A,Free,45+,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01044,B,Premium,25-34,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01045,A,Premium,25-34,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01046,A,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_01047,A,Free,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_01048,A,Premium,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_01049,A,Premium,35-44,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01050,B,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,1,1,0
user_01051,A,Premium,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_01052,A,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_01053,A,Free,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_01054,A,Premium,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01055,A,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,1,1,0
user_01056,B,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_01057,A,Free,45+,North America,Morning,We picked these songs just for you,0,0,0
user_01058,B,Premium,25-34,Asia Pacific,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01059,B,Premium,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01060,A,Free,25-34,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01061,A,Free,18-24,Europe,Afternoon,We picked these songs just for you,1,0,0
user_01062,A,Free,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01063,A,Free,18-24,Asia Pacific,Morning,We picked these songs just for you,0,0,0
user_01064,B,Free,18-24,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01065,A,Premium,35-44,Latin America,Evening,Your Weekly Music Recap is Here,1,1,0
user_01066,A,Free,18-24,Asia Pacific,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01067,A,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_01068,A,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01069,A,Free,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_01070,A,Premium,18-24,Europe,Afternoon,We picked these songs just for you,1,0,0
user_01071,B,Free,25-34,Asia Pacific,Morning,Your Weekly Music Recap is Here,1,0,0
user_01072,B,Free,45+,North America,Afternoon,We picked these songs just for you,0,0,0
user_01073,A,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01074,A,Free,45+,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_01075,A,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01076,B,Free,18-24,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01077,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01078,B,Free,35-44,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01079,A,Free,18-24,Asia Pacific,Morning,Your Weekly Music Recap is Here,1,0,0
user_01080,A,Free,25-34,North America,Evening,We picked these songs just for you,0,0,0
user_01081,A,Premium,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_01082,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01083,B,Free,45+,Latin America,Evening,We picked these songs just for you,1,0,0
user_01084,B,Free,35-44,Latin America,Morning,We picked these songs just for you,0,0,0
user_01085,A,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01086,A,Premium,25-34,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01087,B,Free,45+,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01088,B,Premium,25-34,Latin America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01089,B,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01090,B,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_01091,A,Premium,25-34,Latin America,Evening,We picked these songs just for you,0,0,0
user_01092,B,Free,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_01093,A,Free,25-34,Asia Pacific,Evening,Your Weekly Music Recap is Here,0,0,0
user_01094,B,Free,45+,Europe,Morning,We picked these songs just for you,0,0,0
user_01095,B,Premium,45+,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01096,B,Free,25-34,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01097,B,Premium,25-34,Asia Pacific,Evening,Your Weekly Music Recap is Here,1,0,0
user_01098,B,Free,25-34,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01099,A,Premium,45+,North America,Morning,We picked these songs just for you,0,0,0
user_01100,A,Free,25-34,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01101,B,Premium,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_01102,B,Free,25-34,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_01103,A,Premium,18-24,North America,Evening,We picked these songs just for you,1,1,0
user_01104,B,Free,35-44,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01105,B,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01106,A,Free,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_01107,B,Free,35-44,North America,Morning,We picked these songs just for you,1,0,0
user_01108,B,Free,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01109,A,Premium,18-24,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_01110,A,Premium,25-34,Latin America,Evening,We picked these songs just for you,1,0,0
user_01111,A,Free,18-24,Asia Pacific,Morning,We picked these songs just for you,1,0,0
user_01112,B,Premium,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01113,A,Free,45+,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01114,A,Free,35-44,North America,Afternoon,We picked these songs just for you,1,1,0
user_01115,A,Premium,45+,North America,Afternoon,We picked these songs just for you,0,0,0
user_01116,A,Free,45+,North America,Evening,We picked these songs just for you,0,0,0
user_01117,A,Premium,18-24,Europe,Morning,We picked these songs just for you,0,0,0
user_01118,A,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01119,B,Free,18-24,North America,Afternoon,We picked these songs just for you,0,0,0
user_01120,B,Free,35-44,Europe,Evening,We picked these songs just for you,0,0,0
user_01121,A,Free,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_01122,A,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01123,A,Premium,25-34,Europe,Afternoon,We picked these songs just for you,1,0,0
user_01124,B,Premium,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01125,B,Premium,25-34,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01126,B,Free,45+,North America,Evening,We picked these songs just for you,0,0,0
user_01127,B,Free,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01128,B,Free,45+,Europe,Evening,We picked these songs just for you,0,0,0
user_01129,B,Free,25-34,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01130,B,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01131,B,Premium,45+,North America,Morning,We picked these songs just for you,1,0,0
user_01132,B,Free,45+,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_01133,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01134,A,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01135,A,Free,25-34,Europe,Morning,We picked these songs just for you,0,0,0
user_01136,A,Free,25-34,Europe,Morning,We picked these songs just for you,0,0,0
user_01137,B,Premium,25-34,Europe,Morning,We picked these songs just for you,1,1,0
user_01138,B,Free,45+,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01139,A,Premium,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01140,B,Free,25-34,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01141,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01142,B,Free,45+,Latin America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01143,A,Premium,45+,Latin America,Morning,We picked these songs just for you,0,0,0
user_01144,B,Premium,25-34,North America,Afternoon,We picked these songs just for you,1,0,0
user_01145,B,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_01146,A,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01147,B,Free,35-44,North America,Evening,We picked these songs just for you,1,1,0
user_01148,A,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01149,A,Premium,45+,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01150,A,Free,45+,Asia Pacific,Afternoon,We picked these songs just for you,0,0,0
user_01151,A,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_01152,B,Free,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_01153,B,Free,18-24,North America,Afternoon,We picked these songs just for you,1,0,0
user_01154,B,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_01155,A,Free,25-34,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01156,B,Premium,18-24,Latin America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01157,A,Premium,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01158,B,Free,18-24,Asia Pacific,Evening,We picked these songs just for you,1,0,0
user_01159,B,Premium,18-24,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01160,B,Free,25-34,Europe,Morning,We picked these songs just for you,1,0,0
user_01161,A,Free,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01162,B,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01163,B,Free,25-34,Europe,Evening,We picked these songs just for you,1,1,0
user_01164,A,Free,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01165,B,Free,35-44,North America,Afternoon,We picked these songs just for you,0,0,0
user_01166,A,Free,25-34,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_01167,B,Premium,45+,North America,Evening,We picked these songs just for you,0,0,0
user_01168,A,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01169,A,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_01170,B,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_01171,A,Free,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_01172,A,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01173,A,Premium,45+,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01174,A,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_01175,A,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01176,A,Free,25-34,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_01177,B,Free,25-34,North America,Evening,We picked these songs just for you,0,0,0
user_01178,A,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_01179,A,Free,18-24,Latin America,Evening,We picked these songs just for you,1,0,0
user_01180,B,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_01181,B,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01182,B,Free,25-34,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01183,B,Premium,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01184,B,Free,18-24,Latin America,Morning,We picked these songs just for you,0,0,0
user_01185,B,Premium,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_01186,B,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01187,A,Free,45+,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01188,A,Free,35-44,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01189,B,Free,25-34,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01190,A,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_01191,A,Free,18-24,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01192,A,Premium,45+,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01193,B,Premium,25-34,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01194,B,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01195,A,Free,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_01196,B,Free,35-44,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01197,A,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01198,A,Free,25-34,Asia Pacific,Evening,Your Weekly Music Recap is Here,0,0,0
user_01199,A,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01200,A,Premium,35-44,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01201,B,Free,35-44,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01202,B,Premium,18-24,Latin America,Afternoon,Your Weekly Music Recap is Here,1,1,0
user_01203,B,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01204,A,Free,45+,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01205,B,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01206,A,Free,45+,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01207,B,Free,18-24,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_01208,A,Free,35-44,North America,Afternoon,We picked these songs just for you,0,0,0
user_01209,A,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01210,A,Free,45+,Latin America,Afternoon,We picked these songs just for you,1,0,0
user_01211,B,Free,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01212,B,Free,25-34,North America,Morning,We picked these songs just for you,1,1,0
user_01213,B,Free,25-34,North America,Evening,We picked these songs just for you,0,0,0
user_01214,B,Premium,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_01215,A,Premium,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01216,B,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01217,B,Free,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_01218,A,Free,45+,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01219,A,Free,35-44,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01220,A,Premium,45+,Latin America,Morning,We picked these songs just for you,0,0,0
user_01221,B,Premium,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_01222,A,Free,18-24,Europe,Morning,We picked these songs just for you,0,0,0
user_01223,A,Free,25-34,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01224,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01225,B,Free,45+,North America,Evening,We picked these songs just for you,0,0,0
user_01226,A,Free,18-24,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_01227,B,Premium,45+,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01228,B,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01229,A,Free,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_01230,A,Free,18-24,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01231,B,Premium,18-24,Europe,Morning,We picked these songs just for you,0,0,0
user_01232,A,Free,35-44,Latin America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01233,A,Free,18-24,Asia Pacific,Evening,Your Weekly Music Recap is Here,0,0,0
user_01234,B,Free,35-44,Asia Pacific,Evening,We picked these songs just for you,1,0,0
user_01235,B,Premium,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_01236,A,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_01237,B,Free,45+,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01238,A,Premium,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_01239,A,Premium,35-44,Latin America,Morning,We picked these songs just for you,1,0,0
user_01240,A,Premium,25-34,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01241,B,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01242,A,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_01243,A,Premium,18-24,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01244,A,Premium,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_01245,B,Free,25-34,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01246,B,Free,25-34,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01247,B,Premium,35-44,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01248,B,Premium,35-44,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01249,B,Free,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_01250,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01251,B,Free,25-34,Europe,Afternoon,We picked these songs just for you,1,0,0
user_01252,B,Free,18-24,Asia Pacific,Morning,Your Weekly Music Recap is Here,0,0,0
user_01253,B,Free,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_01254,A,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_01255,B,Free,45+,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01256,B,Free,35-44,Asia Pacific,Morning,We picked these songs just for you,0,0,0
user_01257,A,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_01258,B,Premium,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_01259,A,Free,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_01260,A,Free,25-34,Latin America,Evening,We picked these songs just for you,0,0,0
user_01261,A,Premium,35-44,Latin America,Morning,We picked these songs just for you,0,0,0
user_01262,A,Free,45+,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01263,A,Premium,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_01264,B,Premium,18-24,Europe,Evening,We picked these songs just for you,1,0,0
user_01265,A,Free,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_01266,A,Premium,45+,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01267,B,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01268,A,Free,35-44,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01269,B,Free,18-24,Latin America,Afternoon,We picked these songs just for you,1,0,0
user_01270,B,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01271,B,Premium,35-44,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01272,A,Free,45+,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01273,A,Free,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01274,A,Free,35-44,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01275,B,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01276,A,Free,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_01277,A,Free,25-34,Asia Pacific,Afternoon,We picked these songs just for you,0,0,0
user_01278,A,Premium,18-24,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01279,B,Free,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01280,B,Premium,18-24,Asia Pacific,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01281,A,Free,35-44,North America,Morning,We picked these songs just for you,1,0,0
user_01282,A,Premium,35-44,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_01283,A,Premium,25-34,Europe,Morning,We picked these songs just for you,1,0,0
user_01284,A,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_01285,B,Free,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_01286,B,Premium,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01287,B,Free,25-34,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01288,B,Premium,18-24,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01289,A,Free,18-24,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_01290,A,Free,18-24,Latin America,Evening,We picked these songs just for you,1,1,0
user_01291,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01292,B,Premium,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_01293,A,Free,35-44,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01294,B,Premium,18-24,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_01295,B,Premium,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01296,A,Free,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_01297,A,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01298,A,Premium,25-34,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_01299,B,Free,35-44,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01300,A,Premium,25-34,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01301,B,Free,25-34,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01302,A,Free,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_01303,B,Premium,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_01304,B,Free,25-34,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01305,A,Free,25-34,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01306,B,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01307,B,Free,18-24,Asia Pacific,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01308,A,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_01309,B,Premium,25-34,Europe,Morning,We picked these songs just for you,1,0,0
user_01310,A,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_01311,B,Free,45+,Europe,Morning,We picked these songs just for you,1,0,0
user_01312,A,Free,18-24,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_01313,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01314,B,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,1,0,0
user_01315,B,Premium,25-34,Asia Pacific,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01316,B,Premium,25-34,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_01317,B,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_01318,B,Free,18-24,Europe,Morning,We picked these songs just for you,0,0,0
user_01319,A,Free,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_01320,B,Free,45+,North America,Morning,We picked these songs just for you,0,0,0
user_01321,A,Free,45+,Europe,Morning,We picked these songs just for you,0,0,0
user_01322,A,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01323,B,Free,35-44,North America,Morning,We picked these songs just for you,1,0,0
user_01324,A,Free,45+,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_01325,A,Free,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_01326,A,Premium,18-24,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_01327,A,Free,18-24,Europe,Afternoon,We picked these songs just for you,0,0,0
user_01328,B,Free,35-44,North America,Afternoon,We picked these songs just for you,0,0,0
user_01329,A,Free,45+,North America,Morning,We picked these songs just for you,0,0,0
user_01330,B,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_01331,B,Premium,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_01332,A,Free,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_01333,B,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_01334,B,Free,25-34,Europe,Afternoon,We picked these songs just for you,0,0,0
